===============================
Text File: 0
===============================
!
!
!
[VAR(257, 0, 0)] used Pound!
[VAR(257, 0, 0)] used Swords Dance!
The wild [VAR(257, 0, 0)] used Swords Dance!
The foe’s [VAR(257, 0, 0)] used Swords Dance!
[VAR(257, 0, 0)] used Cut!
The wild [VAR(257, 0, 0)] used Cut!
The foe’s [VAR(257, 0, 0)] used Cut!
[VAR(257, 0, 0)] used Gust!
The wild [VAR(257, 0, 0)] used Gust!
The foe’s [VAR(257, 0, 0)] used Gust!
[VAR(257, 0, 0)] used Wing Attack!
The wild [VAR(257, 0, 0)] used Wing Attack!
The foe’s [VAR(257, 0, 0)] used Wing Attack!
[VAR(257, 0, 0)] used Whirlwind!
The wild [VAR(257, 0, 0)] used Whirlwind!
The foe’s [VAR(257, 0, 0)] used Whirlwind!
[VAR(257, 0, 0)] used Fly!
The wild [VAR(257, 0, 0)] used Fly!
The foe’s [VAR(257, 0, 0)] used Fly!
[VAR(257, 0, 0)] used Bind!
The wild [VAR(257, 0, 0)] used Bind!
The foe’s [VAR(257, 0, 0)] used Bind!
[VAR(257, 0, 0)] used Slam!
The wild [VAR(257, 0, 0)] used Slam!
The foe’s [VAR(257, 0, 0)] used Slam!
[VAR(257, 0, 0)] used Vine Whip!
The wild [VAR(257, 0, 0)] used Vine Whip!
The foe’s [VAR(257, 0, 0)] used Vine Whip!
[VAR(257, 0, 0)] used Stomp!
The wild [VAR(257, 0, 0)] used Stomp!
The foe’s [VAR(257, 0, 0)] used Stomp!
[VAR(257, 0, 0)] used Double Kick!
The wild [VAR(257, 0, 0)] used Double Kick!
The foe’s [VAR(257, 0, 0)] used Double Kick!
[VAR(257, 0, 0)] used Mega Kick!
The wild [VAR(257, 0, 0)] used Mega Kick!
The foe’s [VAR(257, 0, 0)] used Mega Kick!
[VAR(257, 0, 0)] used Jump Kick!
The wild [VAR(257, 0, 0)] used Jump Kick!
The foe’s [VAR(257, 0, 0)] used Jump Kick!
[VAR(257, 0, 0)] used Rolling Kick!
The wild [VAR(257, 0, 0)] used Rolling Kick!
The foe’s [VAR(257, 0, 0)] used Rolling Kick!
[VAR(257, 0, 0)] used Sand-Attack!
The wild [VAR(257, 0, 0)] used Sand-Attack!
The foe’s [VAR(257, 0, 0)] used Sand-Attack!
[VAR(257, 0, 0)] used Headbutt!
The wild [VAR(257, 0, 0)] used Headbutt!
The foe’s [VAR(257, 0, 0)] used Headbutt!
[VAR(257, 0, 0)] used Horn Attack!
The wild [VAR(257, 0, 0)] used Horn Attack!
The foe’s [VAR(257, 0, 0)] used Horn Attack!
[VAR(257, 0, 0)] used Fury Attack!
The wild [VAR(257, 0, 0)] used Fury Attack!
The foe’s [VAR(257, 0, 0)] used Fury Attack!
[VAR(257, 0, 0)] used Horn Drill!
The wild [VAR(257, 0, 0)] used Horn Drill!
The foe’s [VAR(257, 0, 0)] used Horn Drill!
[VAR(257, 0, 0)] used Tackle!
The wild [VAR(257, 0, 0)] used Tackle!
The foe’s [VAR(257, 0, 0)] used Tackle!
[VAR(257, 0, 0)] used Body Slam!
The wild [VAR(257, 0, 0)] used Body Slam!
The foe’s [VAR(257, 0, 0)] used Body Slam!
[VAR(257, 0, 0)] used Wrap!
The wild [VAR(257, 0, 0)] used Wrap!
The foe’s [VAR(257, 0, 0)] used Wrap!
[VAR(257, 0, 0)] used Take Down!
The wild [VAR(257, 0, 0)] used Take Down!
The foe’s [VAR(257, 0, 0)] used Take Down!
[VAR(257, 0, 0)] used Thrash!
The wild [VAR(257, 0, 0)] used Thrash!
The foe’s [VAR(257, 0, 0)] used Thrash!
[VAR(257, 0, 0)] used Double-Edge!
The wild [VAR(257, 0, 0)] used Double-Edge!
The foe’s [VAR(257, 0, 0)] used Double-Edge!
[VAR(257, 0, 0)] used Tail Whip!
The wild [VAR(257, 0, 0)] used Tail Whip!
The foe’s [VAR(257, 0, 0)] used Tail Whip!
[VAR(257, 0, 0)] used Poison Sting!
The wild [VAR(257, 0, 0)] used Poison Sting!
The foe’s [VAR(257, 0, 0)] used Poison Sting!
[VAR(257, 0, 0)] used Twineedle!
The wild [VAR(257, 0, 0)] used Twineedle!
The foe’s [VAR(257, 0, 0)] used Twineedle!
[VAR(257, 0, 0)] used Pin Missile!
The wild [VAR(257, 0, 0)] used Pin Missile!
The foe’s [VAR(257, 0, 0)] used Pin Missile!
[VAR(257, 0, 0)] used Leer!
The wild [VAR(257, 0, 0)] used Leer!
The foe’s [VAR(257, 0, 0)] used Leer!
[VAR(257, 0, 0)] used Bite!
The wild [VAR(257, 0, 0)] used Bite!
The foe’s [VAR(257, 0, 0)] used Bite!
[VAR(257, 0, 0)] used Growl!
The wild [VAR(257, 0, 0)] used Growl!
The foe’s [VAR(257, 0, 0)] used Growl!
[VAR(257, 0, 0)] used Roar!
The wild [VAR(257, 0, 0)] used Roar!
The foe’s [VAR(257, 0, 0)] used Roar!
[VAR(257, 0, 0)] used Sing!
The wild [VAR(257, 0, 0)] used Sing!
The foe’s [VAR(257, 0, 0)] used Sing!
[VAR(257, 0, 0)] used Supersonic!
The wild [VAR(257, 0, 0)] used Supersonic!
The foe’s [VAR(257, 0, 0)] used Supersonic!
[VAR(257, 0, 0)] used SonicBoom!
The wild [VAR(257, 0, 0)] used SonicBoom!
The foe’s [VAR(257, 0, 0)] used SonicBoom!
[VAR(257, 0, 0)] used Disable!
The wild [VAR(257, 0, 0)] used Disable!
The foe’s [VAR(257, 0, 0)] used Disable!
[VAR(257, 0, 0)] used Acid!
The wild [VAR(257, 0, 0)] used Acid!
The foe’s [VAR(257, 0, 0)] used Acid!
[VAR(257, 0, 0)] used Ember!
The wild [VAR(257, 0, 0)] used Ember!
The foe’s [VAR(257, 0, 0)] used Ember!
[VAR(257, 0, 0)] used Flamethrower!
The wild [VAR(257, 0, 0)] used Flamethrower!
The foe’s [VAR(257, 0, 0)] used Flamethrower!
[VAR(257, 0, 0)] used Mist!
The wild [VAR(257, 0, 0)] used Mist!
The foe’s [VAR(257, 0, 0)] used Mist!
[VAR(257, 0, 0)] used Water Gun!
The wild [VAR(257, 0, 0)] used Water Gun!
The foe’s [VAR(257, 0, 0)] used Water Gun!
[VAR(257, 0, 0)] used Hydro Pump!
The wild [VAR(257, 0, 0)] used Hydro Pump!
The foe’s [VAR(257, 0, 0)] used Hydro Pump!
[VAR(257, 0, 0)] used Surf!
The wild [VAR(257, 0, 0)] used Surf!
The foe’s [VAR(257, 0, 0)] used Surf!
[VAR(257, 0, 0)] used Ice Beam!
The wild [VAR(257, 0, 0)] used Ice Beam!
The foe’s [VAR(257, 0, 0)] used Ice Beam!
[VAR(257, 0, 0)] used Blizzard!
The wild [VAR(257, 0, 0)] used Blizzard!
The foe’s [VAR(257, 0, 0)] used Blizzard!
[VAR(257, 0, 0)] used Psybeam!
The wild [VAR(257, 0, 0)] used Psybeam!
The foe’s [VAR(257, 0, 0)] used Psybeam!
[VAR(257, 0, 0)] used BubbleBeam!
The wild [VAR(257, 0, 0)] used BubbleBeam!
The foe’s [VAR(257, 0, 0)] used BubbleBeam!
[VAR(257, 0, 0)] used Aurora Beam!
The wild [VAR(257, 0, 0)] used Aurora Beam!
The foe’s [VAR(257, 0, 0)] used Aurora Beam!
[VAR(257, 0, 0)] used Hyper Beam!
The wild [VAR(257, 0, 0)] used Hyper Beam!
The foe’s [VAR(257, 0, 0)] used Hyper Beam!
[VAR(257, 0, 0)] used Peck!
The wild [VAR(257, 0, 0)] used Peck!
The foe’s [VAR(257, 0, 0)] used Peck!
[VAR(257, 0, 0)] used Drill Peck!
The wild [VAR(257, 0, 0)] used Drill Peck!
The foe’s [VAR(257, 0, 0)] used Drill Peck!
[VAR(257, 0, 0)] used Submission!
The wild [VAR(257, 0, 0)] used Submission!
The foe’s [VAR(257, 0, 0)] used Submission!
[VAR(257, 0, 0)] used Low Kick!
The wild [VAR(257, 0, 0)] used Low Kick!
The foe’s [VAR(257, 0, 0)] used Low Kick!
[VAR(257, 0, 0)] used Counter!
The wild [VAR(257, 0, 0)] used Counter!
The foe’s [VAR(257, 0, 0)] used Counter!
[VAR(257, 0, 0)] used Seismic Toss!
The wild [VAR(257, 0, 0)] used Seismic Toss!
The foe’s [VAR(257, 0, 0)] used Seismic Toss!
[VAR(257, 0, 0)] used Strength!
The wild [VAR(257, 0, 0)] used Strength!
The foe’s [VAR(257, 0, 0)] used Strength!
[VAR(257, 0, 0)] used Absorb!
The wild [VAR(257, 0, 0)] used Absorb!
The foe’s [VAR(257, 0, 0)] used Absorb!
[VAR(257, 0, 0)] used Mega Drain!
The wild [VAR(257, 0, 0)] used Mega Drain!
The foe’s [VAR(257, 0, 0)] used Mega Drain!
[VAR(257, 0, 0)] used Leech Seed!
The wild [VAR(257, 0, 0)] used Leech Seed!
The foe’s [VAR(257, 0, 0)] used Leech Seed!
[VAR(257, 0, 0)] used Growth!
The wild [VAR(257, 0, 0)] used Growth!
The foe’s [VAR(257, 0, 0)] used Growth!
[VAR(257, 0, 0)] used Razor Leaf!
The wild [VAR(257, 0, 0)] used Razor Leaf!
The foe’s [VAR(257, 0, 0)] used Razor Leaf!
[VAR(257, 0, 0)] used SolarBeam!
The wild [VAR(257, 0, 0)] used SolarBeam!
The foe’s [VAR(257, 0, 0)] used SolarBeam!
[VAR(257, 0, 0)] used PoisonPowder!
The wild [VAR(257, 0, 0)] used PoisonPowder!
The foe’s [VAR(257, 0, 0)] used PoisonPowder!
[VAR(257, 0, 0)] used Stun Spore!
The wild [VAR(257, 0, 0)] used Stun Spore!
The foe’s [VAR(257, 0, 0)] used Stun Spore!
[VAR(257, 0, 0)] used Sleep Powder!
The wild [VAR(257, 0, 0)] used Sleep Powder!
The foe’s [VAR(257, 0, 0)] used Sleep Powder!
[VAR(257, 0, 0)] used Petal Dance!
The wild [VAR(257, 0, 0)] used Petal Dance!
The foe’s [VAR(257, 0, 0)] used Petal Dance!
[VAR(257, 0, 0)] used String Shot!
The wild [VAR(257, 0, 0)] used String Shot!
The foe’s [VAR(257, 0, 0)] used String Shot!
[VAR(257, 0, 0)] used Dragon Rage!
The wild [VAR(257, 0, 0)] used Dragon Rage!
The foe’s [VAR(257, 0, 0)] used Dragon Rage!
[VAR(257, 0, 0)] used Fire Spin!
The wild [VAR(257, 0, 0)] used Fire Spin!
The foe’s [VAR(257, 0, 0)] used Fire Spin!
[VAR(257, 0, 0)] used ThunderShock!
The wild [VAR(257, 0, 0)] used ThunderShock!
The foe’s [VAR(257, 0, 0)] used ThunderShock!
[VAR(257, 0, 0)] used Thunderbolt!
The wild [VAR(257, 0, 0)] used Thunderbolt!
The foe’s [VAR(257, 0, 0)] used Thunderbolt!
[VAR(257, 0, 0)] used Thunder Wave!
The wild [VAR(257, 0, 0)] used Thunder Wave!
The foe’s [VAR(257, 0, 0)] used Thunder Wave!
[VAR(257, 0, 0)] used Thunder!
The wild [VAR(257, 0, 0)] used Thunder!
The foe’s [VAR(257, 0, 0)] used Thunder!
[VAR(257, 0, 0)] used Rock Throw!
The wild [VAR(257, 0, 0)] used Rock Throw!
The foe’s [VAR(257, 0, 0)] used Rock Throw!
[VAR(257, 0, 0)] used Earthquake!
The wild [VAR(257, 0, 0)] used Earthquake!
The foe’s [VAR(257, 0, 0)] used Earthquake!
[VAR(257, 0, 0)] used Fissure!
The wild [VAR(257, 0, 0)] used Fissure!
The foe’s [VAR(257, 0, 0)] used Fissure!
[VAR(257, 0, 0)] used Dig!
The wild [VAR(257, 0, 0)] used Dig!
The foe’s [VAR(257, 0, 0)] used Dig!
[VAR(257, 0, 0)] used Toxic!
The wild [VAR(257, 0, 0)] used Toxic!
The foe’s [VAR(257, 0, 0)] used Toxic!
[VAR(257, 0, 0)] used Confusion!
The wild [VAR(257, 0, 0)] used Confusion!
The foe’s [VAR(257, 0, 0)] used Confusion!
[VAR(257, 0, 0)] used Psychic!
The wild [VAR(257, 0, 0)] used Psychic!
The foe’s [VAR(257, 0, 0)] used Psychic!
[VAR(257, 0, 0)] used Hypnosis!
The wild [VAR(257, 0, 0)] used Hypnosis!
The foe’s [VAR(257, 0, 0)] used Hypnosis!
[VAR(257, 0, 0)] used Meditate!
The wild [VAR(257, 0, 0)] used Meditate!
The foe’s [VAR(257, 0, 0)] used Meditate!
[VAR(257, 0, 0)] used Agility!
The wild [VAR(257, 0, 0)] used Agility!
The foe’s [VAR(257, 0, 0)] used Agility!
[VAR(257, 0, 0)] used Quick Attack!
The wild [VAR(257, 0, 0)] used Quick Attack!
The foe’s [VAR(257, 0, 0)] used Quick Attack!
[VAR(257, 0, 0)] used Rage!
The wild [VAR(257, 0, 0)] used Rage!
The foe’s [VAR(257, 0, 0)] used Rage!
[VAR(257, 0, 0)] used Teleport!
The wild [VAR(257, 0, 0)] used Teleport!
The foe’s [VAR(257, 0, 0)] used Teleport!
[VAR(257, 0, 0)] used Night Shade!
The wild [VAR(257, 0, 0)] used Night Shade!
The foe’s [VAR(257, 0, 0)] used Night Shade!
[VAR(257, 0, 0)] used Mimic!
The wild [VAR(257, 0, 0)] used Mimic!
The foe’s [VAR(257, 0, 0)] used Mimic!
[VAR(257, 0, 0)] used Screech!
The wild [VAR(257, 0, 0)] used Screech!
The foe’s [VAR(257, 0, 0)] used Screech!
[VAR(257, 0, 0)] used Double Team!
The wild [VAR(257, 0, 0)] used Double Team!
The foe’s [VAR(257, 0, 0)] used Double Team!
[VAR(257, 0, 0)] used Recover!
The wild [VAR(257, 0, 0)] used Recover!
The foe’s [VAR(257, 0, 0)] used Recover!
[VAR(257, 0, 0)] used Harden!
The wild [VAR(257, 0, 0)] used Harden!
The foe’s [VAR(257, 0, 0)] used Harden!
[VAR(257, 0, 0)] used Minimize!
The wild [VAR(257, 0, 0)] used Minimize!
The foe’s [VAR(257, 0, 0)] used Minimize!
[VAR(257, 0, 0)] used SmokeScreen!
The wild [VAR(257, 0, 0)] used SmokeScreen!
The foe’s [VAR(257, 0, 0)] used SmokeScreen!
[VAR(257, 0, 0)] used Confuse Ray!
The wild [VAR(257, 0, 0)] used Confuse Ray!
The foe’s [VAR(257, 0, 0)] used Confuse Ray!
[VAR(257, 0, 0)] used Withdraw!
The wild [VAR(257, 0, 0)] used Withdraw!
The foe’s [VAR(257, 0, 0)] used Withdraw!
[VAR(257, 0, 0)] used Defense Curl!
The wild [VAR(257, 0, 0)] used Defense Curl!
The foe’s [VAR(257, 0, 0)] used Defense Curl!
[VAR(257, 0, 0)] used Barrier!
The wild [VAR(257, 0, 0)] used Barrier!
The foe’s [VAR(257, 0, 0)] used Barrier!
[VAR(257, 0, 0)] used Light Screen!
The wild [VAR(257, 0, 0)] used Light Screen!
The foe’s [VAR(257, 0, 0)] used Light Screen!
[VAR(257, 0, 0)] used Haze!
The wild [VAR(257, 0, 0)] used Haze!
The foe’s [VAR(257, 0, 0)] used Haze!
[VAR(257, 0, 0)] used Reflect!
The wild [VAR(257, 0, 0)] used Reflect!
The foe’s [VAR(257, 0, 0)] used Reflect!
[VAR(257, 0, 0)] used Focus Energy!
The wild [VAR(257, 0, 0)] used Focus Energy!
The foe’s [VAR(257, 0, 0)] used Focus Energy!
[VAR(257, 0, 0)] used Bide!
The wild [VAR(257, 0, 0)] used Bide!
The foe’s [VAR(257, 0, 0)] used Bide!
[VAR(257, 0, 0)] used Metronome!
The wild [VAR(257, 0, 0)] used Metronome!
The foe’s [VAR(257, 0, 0)] used Metronome!
[VAR(257, 0, 0)] used Mirror Move!
The wild [VAR(257, 0, 0)] used Mirror Move!
The foe’s [VAR(257, 0, 0)] used Mirror Move!
[VAR(257, 0, 0)] used Selfdestruct!
The wild [VAR(257, 0, 0)] used Selfdestruct!
The foe’s [VAR(257, 0, 0)] used Selfdestruct!
[VAR(257, 0, 0)] used Egg Bomb!
The wild [VAR(257, 0, 0)] used Egg Bomb!
The foe’s [VAR(257, 0, 0)] used Egg Bomb!
[VAR(257, 0, 0)] used Lick!
The wild [VAR(257, 0, 0)] used Lick!
The foe’s [VAR(257, 0, 0)] used Lick!
[VAR(257, 0, 0)] used Smog!
The wild [VAR(257, 0, 0)] used Smog!
The foe’s [VAR(257, 0, 0)] used Smog!
[VAR(257, 0, 0)] used Sludge!
The wild [VAR(257, 0, 0)] used Sludge!
The foe’s [VAR(257, 0, 0)] used Sludge!
[VAR(257, 0, 0)] used Bone Club!
The wild [VAR(257, 0, 0)] used Bone Club!
The foe’s [VAR(257, 0, 0)] used Bone Club!
[VAR(257, 0, 0)] used Fire Blast!
The wild [VAR(257, 0, 0)] used Fire Blast!
The foe’s [VAR(257, 0, 0)] used Fire Blast!
[VAR(257, 0, 0)] used Waterfall!
The wild [VAR(257, 0, 0)] used Waterfall!
The foe’s [VAR(257, 0, 0)] used Waterfall!
[VAR(257, 0, 0)] used Clamp!
The wild [VAR(257, 0, 0)] used Clamp!
The foe’s [VAR(257, 0, 0)] used Clamp!
[VAR(257, 0, 0)] used Swift!
The wild [VAR(257, 0, 0)] used Swift!
The foe’s [VAR(257, 0, 0)] used Swift!
[VAR(257, 0, 0)] used Skull Bash!
The wild [VAR(257, 0, 0)] used Skull Bash!
The foe’s [VAR(257, 0, 0)] used Skull Bash!
[VAR(257, 0, 0)] used Spike Cannon!
The wild [VAR(257, 0, 0)] used Spike Cannon!
The foe’s [VAR(257, 0, 0)] used Spike Cannon!
[VAR(257, 0, 0)] used Constrict!
The wild [VAR(257, 0, 0)] used Constrict!
The foe’s [VAR(257, 0, 0)] used Constrict!
[VAR(257, 0, 0)] used Amnesia!
The wild [VAR(257, 0, 0)] used Amnesia!
The foe’s [VAR(257, 0, 0)] used Amnesia!
[VAR(257, 0, 0)] used Kinesis!
The wild [VAR(257, 0, 0)] used Kinesis!
The foe’s [VAR(257, 0, 0)] used Kinesis!
[VAR(257, 0, 0)] used Softboiled!
The wild [VAR(257, 0, 0)] used Softboiled!
The foe’s [VAR(257, 0, 0)] used Softboiled!
[VAR(257, 0, 0)] used Hi Jump Kick!
The wild [VAR(257, 0, 0)] used Hi Jump Kick!
The foe’s [VAR(257, 0, 0)] used Hi Jump Kick!
[VAR(257, 0, 0)] used Glare!
The wild [VAR(257, 0, 0)] used Glare!
The foe’s [VAR(257, 0, 0)] used Glare!
[VAR(257, 0, 0)] used Dream Eater!
The wild [VAR(257, 0, 0)] used Dream Eater!
The foe’s [VAR(257, 0, 0)] used Dream Eater!
[VAR(257, 0, 0)] used Poison Gas!
The wild [VAR(257, 0, 0)] used Poison Gas!
The foe’s [VAR(257, 0, 0)] used Poison Gas!
[VAR(257, 0, 0)] used Barrage!
The wild [VAR(257, 0, 0)] used Barrage!
The foe’s [VAR(257, 0, 0)] used Barrage!
[VAR(257, 0, 0)] used Leech Life!
The wild [VAR(257, 0, 0)] used Leech Life!
The foe’s [VAR(257, 0, 0)] used Leech Life!
[VAR(257, 0, 0)] used Lovely Kiss!
The wild [VAR(257, 0, 0)] used Lovely Kiss!
The foe’s [VAR(257, 0, 0)] used Lovely Kiss!
[VAR(257, 0, 0)] used Sky Attack!
The wild [VAR(257, 0, 0)] used Sky Attack!
The foe’s [VAR(257, 0, 0)] used Sky Attack!
[VAR(257, 0, 0)] used Transform!
The wild [VAR(257, 0, 0)] used Transform!
The foe’s [VAR(257, 0, 0)] used Transform!
[VAR(257, 0, 0)] used Bubble!
The wild [VAR(257, 0, 0)] used Bubble!
The foe’s [VAR(257, 0, 0)] used Bubble!
[VAR(257, 0, 0)] used Dizzy Punch!
The wild [VAR(257, 0, 0)] used Dizzy Punch!
The foe’s [VAR(257, 0, 0)] used Dizzy Punch!
[VAR(257, 0, 0)] used Spore!
The wild [VAR(257, 0, 0)] used Spore!
The foe’s [VAR(257, 0, 0)] used Spore!
[VAR(257, 0, 0)] used Flash!
The wild [VAR(257, 0, 0)] used Flash!
The foe’s [VAR(257, 0, 0)] used Flash!
[VAR(257, 0, 0)] used Psywave!
The wild [VAR(257, 0, 0)] used Psywave!
The foe’s [VAR(257, 0, 0)] used Psywave!
[VAR(257, 0, 0)] used Splash!
The wild [VAR(257, 0, 0)] used Splash!
The foe’s [VAR(257, 0, 0)] used Splash!
[VAR(257, 0, 0)] used Acid Armor!
The wild [VAR(257, 0, 0)] used Acid Armor!
The foe’s [VAR(257, 0, 0)] used Acid Armor!
[VAR(257, 0, 0)] used Crabhammer!
The wild [VAR(257, 0, 0)] used Crabhammer!
The foe’s [VAR(257, 0, 0)] used Crabhammer!
[VAR(257, 0, 0)] used Explosion!
The wild [VAR(257, 0, 0)] used Explosion!
The foe’s [VAR(257, 0, 0)] used Explosion!
[VAR(257, 0, 0)] used Fury Swipes!
The wild [VAR(257, 0, 0)] used Fury Swipes!
The foe’s [VAR(257, 0, 0)] used Fury Swipes!
[VAR(257, 0, 0)] used Bonemerang!
The wild [VAR(257, 0, 0)] used Bonemerang!
The foe’s [VAR(257, 0, 0)] used Bonemerang!
[VAR(257, 0, 0)] used Rest!
The wild [VAR(257, 0, 0)] used Rest!
The foe’s [VAR(257, 0, 0)] used Rest!
[VAR(257, 0, 0)] used Rock Slide!
The wild [VAR(257, 0, 0)] used Rock Slide!
The foe’s [VAR(257, 0, 0)] used Rock Slide!
[VAR(257, 0, 0)] used Hyper Fang!
The wild [VAR(257, 0, 0)] used Hyper Fang!
The foe’s [VAR(257, 0, 0)] used Hyper Fang!
[VAR(257, 0, 0)] used Sharpen!
The wild [VAR(257, 0, 0)] used Sharpen!
The foe’s [VAR(257, 0, 0)] used Sharpen!
[VAR(257, 0, 0)] used Conversion!
The wild [VAR(257, 0, 0)] used Conversion!
The foe’s [VAR(257, 0, 0)] used Conversion!
[VAR(257, 0, 0)] used Tri Attack!
The wild [VAR(257, 0, 0)] used Tri Attack!
The foe’s [VAR(257, 0, 0)] used Tri Attack!
[VAR(257, 0, 0)] used Super Fang!
The wild [VAR(257, 0, 0)] used Super Fang!
The foe’s [VAR(257, 0, 0)] used Super Fang!
[VAR(257, 0, 0)] used Slash!
The wild [VAR(257, 0, 0)] used Slash!
The foe’s [VAR(257, 0, 0)] used Slash!
[VAR(257, 0, 0)] used Substitute!
The wild [VAR(257, 0, 0)] used Substitute!
The foe’s [VAR(257, 0, 0)] used Substitute!
[VAR(257, 0, 0)] used Struggle!
The wild [VAR(257, 0, 0)] used Struggle!
The foe’s [VAR(257, 0, 0)] used Struggle!
[VAR(257, 0, 0)] used Sketch!
The wild [VAR(257, 0, 0)] used Sketch!
The foe’s [VAR(257, 0, 0)] used Sketch!
[VAR(257, 0, 0)] used Triple Kick!
The wild [VAR(257, 0, 0)] used Triple Kick!
The foe’s [VAR(257, 0, 0)] used Triple Kick!
[VAR(257, 0, 0)] used Thief!
The wild [VAR(257, 0, 0)] used Thief!
The foe’s [VAR(257, 0, 0)] used Thief!
[VAR(257, 0, 0)] used Spider Web!
The wild [VAR(257, 0, 0)] used Spider Web!
The foe’s [VAR(257, 0, 0)] used Spider Web!
[VAR(257, 0, 0)] used Mind Reader!
The wild [VAR(257, 0, 0)] used Mind Reader!
The foe’s [VAR(257, 0, 0)] used Mind Reader!
[VAR(257, 0, 0)] used Nightmare!
The wild [VAR(257, 0, 0)] used Nightmare!
The foe’s [VAR(257, 0, 0)] used Nightmare!
[VAR(257, 0, 0)] used Flame Wheel!
The wild [VAR(257, 0, 0)] used Flame Wheel!
The foe’s [VAR(257, 0, 0)] used Flame Wheel!
[VAR(257, 0, 0)] used Snore!
The wild [VAR(257, 0, 0)] used Snore!
The foe’s [VAR(257, 0, 0)] used Snore!
[VAR(257, 0, 0)] used Curse!
The wild [VAR(257, 0, 0)] used Curse!
The foe’s [VAR(257, 0, 0)] used Curse!
[VAR(257, 0, 0)] used Flail!
The wild [VAR(257, 0, 0)] used Flail!
The foe’s [VAR(257, 0, 0)] used Flail!
[VAR(257, 0, 0)] used Conversion 2!
The wild [VAR(257, 0, 0)] used Conversion 2!
The foe’s [VAR(257, 0, 0)] used Conversion 2!
[VAR(257, 0, 0)] used Aeroblast!
The wild [VAR(257, 0, 0)] used Aeroblast!
The foe’s [VAR(257, 0, 0)] used Aeroblast!
[VAR(257, 0, 0)] used Cotton Spore!
The wild [VAR(257, 0, 0)] used Cotton Spore!
The foe’s [VAR(257, 0, 0)] used Cotton Spore!
[VAR(257, 0, 0)] used Reversal!
The wild [VAR(257, 0, 0)] used Reversal!
The foe’s [VAR(257, 0, 0)] used Reversal!
[VAR(257, 0, 0)] used Spite!
The wild [VAR(257, 0, 0)] used Spite!
The foe’s [VAR(257, 0, 0)] used Spite!
[VAR(257, 0, 0)] used Powder Snow!
The wild [VAR(257, 0, 0)] used Powder Snow!
The foe’s [VAR(257, 0, 0)] used Powder Snow!
[VAR(257, 0, 0)] used Protect!
The wild [VAR(257, 0, 0)] used Protect!
The foe’s [VAR(257, 0, 0)] used Protect!
[VAR(257, 0, 0)] used Mach Punch!
The wild [VAR(257, 0, 0)] used Mach Punch!
The foe’s [VAR(257, 0, 0)] used Mach Punch!
[VAR(257, 0, 0)] used Scary Face!
The wild [VAR(257, 0, 0)] used Scary Face!
The foe’s [VAR(257, 0, 0)] used Scary Face!
[VAR(257, 0, 0)] used Faint Attack!
The wild [VAR(257, 0, 0)] used Faint Attack!
The foe’s [VAR(257, 0, 0)] used Faint Attack!
[VAR(257, 0, 0)] used Sweet Kiss!
The wild [VAR(257, 0, 0)] used Sweet Kiss!
The foe’s [VAR(257, 0, 0)] used Sweet Kiss!
[VAR(257, 0, 0)] used Belly Drum!
The wild [VAR(257, 0, 0)] used Belly Drum!
The foe’s [VAR(257, 0, 0)] used Belly Drum!
[VAR(257, 0, 0)] used Sludge Bomb!
The wild [VAR(257, 0, 0)] used Sludge Bomb!
The foe’s [VAR(257, 0, 0)] used Sludge Bomb!
[VAR(257, 0, 0)] used Mud-Slap!
